trial_id, vel_x, vel_y, pos_x, pos_y
0,326.40000000000003,762.4000000000001,152.44,393.12333333333333
0,326.40000000000003,737.4000000000001,157.88,405.83
0,326.40000000000003,712.4000000000001,163.32,418.12
0,326.40000000000003,687.4000000000001,168.76,429.99333333333334
0,326.40000000000003,662.4000000000001,174.2,441.45
0,326.40000000000003,637.4000000000001,179.64,452.49
0,326.40000000000003,612.4000000000001,185.07999999999998,463.11333333333334
0,326.40000000000003,587.4000000000001,190.51999999999998,473.32
0,326.40000000000003,562.4000000000001,195.95999999999998,483.11
0,326.40000000000003,537.4000000000001,201.39999999999998,492.48333333333335
0,326.40000000000003,512.4000000000001,206.83999999999997,501.44
0,326.40000000000003,487.4000000000001,212.27999999999997,509.98
0,326.40000000000003,462.4000000000001,217.71999999999997,518.1033333333334
0,326.40000000000003,437.4000000000001,223.15999999999997,525.8100000000001
0,326.40000000000003,412.4000000000001,228.59999999999997,533.1
0,326.40000000000003,387.4000000000001,234.03999999999996,539.9733333333334
0,326.40000000000003,362.4000000000001,239.47999999999996,546.4300000000001
0,326.40000000000003,337.4000000000001,244.91999999999996,552.47
0,326.40000000000003,312.4000000000001,250.35999999999996,558.0933333333334
0,326.40000000000003,287.4000000000001,255.79999999999995,563.3000000000001
0,326.40000000000003,262.4000000000001,261.23999999999995,568.09
0,326.40000000000003,237.4000000000001,266.67999999999995,572.4633333333334
0,217.60000000000085,-214.25349999999884,272.11999999999995,576.4200000000001
0,217.60000000000085,-239.25349999999884,275.7466666666666,572.7171083020112
0,217.60000000000085,-264.25349999999884,279.3733333333333,568.7295499686778
0,217.60000000000085,-289.25349999999884,282.99999999999994,564.3253249686778
0,217.60000000000085,-314.25349999999884,286.6266666666666,559.5044333020112
0,217.60000000000085,-339.25349999999884,290.2533333333333,554.2668749686778
0,217.60000000000085,-364.25349999999884,293.87999999999994,548.6126499686778
0,217.60000000000085,-389.25349999999884,297.5066666666666,542.5417583020112
0,217.60000000000085,-414.25349999999884,301.13333333333327,536.0541999686778
0,217.60000000000085,-439.25349999999884,304.75999999999993,529.1499749686778
0,217.60000000000085,-464.25349999999884,308.3866666666666,521.8290833020112
0,217.60000000000085,-489.25349999999884,312.01333333333326,514.0915249686778
0,217.60000000000085,-514.2534999999989,315.63999999999993,505.93729996867785
0,217.60000000000085,-539.2534999999989,319.2666666666666,497.3664083020112
0,217.60000000000085,-564.2534999999989,322.89333333333326,488.3788499686779
0,217.60000000000085,-589.2534999999989,326.5199999999999,478.9746249686779
0,217.60000000000085,-614.2534999999989,330.1466666666666,469.1537333020113
0,217.60000000000085,-639.2534999999989,333.77333333333326,458.916174968678
0,217.60000000000085,-664.2534999999989,337.3999999999999,448.261949968678
0,217.60000000000085,-689.2534999999989,341.0266666666666,437.19105830201136
0,217.60000000000085,-714.2534999999989,344.65333333333325,425.70349996867805
0,217.60000000000085,-739.2534999999989,348.2799999999999,413.79927496867805
0,217.60000000000085,-764.2534999999989,351.9066666666666,401.4783833020114
0,217.60000000000085,-789.2534999999989,355.53333333333325,388.7408249686781
0,217.60000000000085,-814.2534999999989,359.1599999999999,375.5865999686781
0,217.60000000000085,-839.2534999999989,362.7866666666666,362.0157083020115
0,217.60000000000085,-864.2534999999989,366.41333333333324,348.0281499686782
0,217.60000000000085,-889.2534999999989,370.0399999999999,333.6239249686782
0,217.60000000000085,-914.2534999999989,373.6666666666666,318.80303330201156
0,217.60000000000085,-939.2534999999989,377.29333333333324,303.56547496867825
0,217.60000000000085,-964.2534999999989,380.9199999999999,287.91124996867825
0,217.60000000000085,-989.2534999999989,384.54666666666657,271.8403583020116
0,217.60000000000085,-1014.2534999999989,388.17333333333323,255.3527999686783
0,217.60000000000085,-1039.253499999999,391.7999999999999,238.44857496867832
0,217.60000000000085,-1064.253499999999,395.42666666666656,221.12768330201166
0,217.60000000000085,-1089.253499999999,399.0533333333332,203.39012496867835
0,217.60000000000085,-1114.253499999999,402.6799999999999,185.23589996867838
0,217.60000000000085,-1139.253499999999,406.30666666666656,166.66500830201173
0,217.60000000000085,-1164.253499999999,409.9333333333332,147.67744996867842
0,217.60000000000085,-1189.253499999999,413.5599999999999,128.27322496867845
0,217.60000000000085,-1214.253499999999,417.18666666666655,108.4523333020118
0,217.60000000000085,-1239.253499999999,420.8133333333332,88.21477496867848
0,217.60000000000085,-1264.253499999999,424.4399999999999,67.5605499686785
0,217.60000000000085,-1289.253499999999,428.06666666666655,46.489658302011854
0,217.60000000000085,-1314.253499999999,431.6933333333332,25.00209996867854
0,121.85291454271331,1186.1137837499987,435.3199999999999,3.097874968678557
0,121.85291454271331,1161.1137837499987,437.3508819090451,25.046651053964837
0,121.85291454271331,1136.1137837499987,439.3817638180903,44.398547449798144
0,121.85291454271331,1111.1137837499987,441.4126457271355,63.33377717896479
0,121.85291454271331,1086.1137837499987,443.4435276361807,81.85234024146476
0,121.85291454271331,1061.1137837499987,445.4744095452259,99.95423663729807
0,121.85291454271331,1036.1137837499987,447.5052914542711,117.63946636646472
0,121.85291454271331,1011.1137837499987,449.5361733633163,134.9080294289647
0,121.85291454271331,986.1137837499987,451.56705527236153,151.75992582479802
0,121.85291454271331,961.1137837499987,453.59793718140673,168.19515555396467
0,121.85291454271331,936.1137837499987,455.62881909045194,184.21371861646463
0,121.85291454271331,911.1137837499987,457.65970099949715,199.81561501229794
0,121.85291454271331,886.1137837499987,459.69058290854235,215.0008447414646
0,121.85291454271331,861.1137837499987,461.72146481758756,229.76940780396455
0,121.85291454271331,836.1137837499987,463.75234672663277,244.12130419979786
0,121.85291454271331,811.1137837499987,465.783228635678,258.0565339289645
0,121.85291454271331,786.1137837499987,467.8141105447232,271.5750969914645
0,121.85291454271331,761.1137837499987,469.8449924537684,284.6769933872978
0,121.85291454271331,736.1137837499987,471.8758743628136,297.3622231164644
0,121.85291454271331,711.1137837499987,473.9067562718588,309.6307861789644
0,121.85291454271331,686.1137837499987,475.937638180904,321.4826825747977
0,121.85291454271331,661.1137837499987,477.9685200899492,332.91791230396433
0,121.85291454271331,636.1137837499987,479.9994019989944,343.9364753664643
0,121.85291454271331,611.1137837499987,482.0302839080396,354.53837176229763
0,121.85291454271331,586.1137837499987,484.0611658170848,364.72360149146425
0,121.85291454271331,561.1137837499987,486.09204772613003,374.49216455396424
0,121.85291454271331,536.1137837499987,488.12292963517524,383.84406094979755
0,121.85291454271331,511.1137837499987,490.15381154422045,392.7792906789642
0,121.85291454271331,486.1137837499987,492.18469345326565,401.29785374146417
0,121.85291454271331,461.1137837499987,494.21557536231086,409.3997501372975
0,121.85291454271331,436.1137837499987,496.24645727135606,417.0849798664641
0,121.85291454271331,411.1137837499987,498.27733918040127,424.3535429289641
0,121.85291454271331,386.1137837499987,500.3082210894465,431.2054393247974
0,121.85291454271331,361.1137837499987,502.3391029984917,437.640669053964
0,121.85291454271331,336.1137837499987,504.3699849075369,443.659232116464
0,121.85291454271331,311.1137837499987,506.4008668165821,449.2611285122973
0,121.85291454271331,286.1137837499987,508.4317487256273,454.44635824146394
0,121.85291454271331,261.1137837499987,510.4626306346725,459.21492130396393
0,121.85291454271331,236.11378374999867,512.4935125437178,463.56681769979724
0,121.85291454271331,211.11378374999867,514.524394452763,467.50204742896386
0,121.85291454271331,186.11378374999867,516.5552763618082,471.02061049146386
0,121.85291454271331,161.11378374999867,518.5861582708534,474.12250688729716
0,121.85291454271331,136.11378374999867,520.6170401798986,476.8077366164638
0,121.85291454271331,111.11378374999867,522.6479220889438,479.0762996789638
0,121.85291454271331,86.11378374999867,524.678803997989,480.9281960747971
0,121.85291454271331,61.113783749998674,526.7096859070342,482.3634258039637
0,121.85291454271331,36.113783749998674,528.7405678160794,483.3819888664637
0,121.85291454271331,11.113783749998674,530.7714497251246,483.983885262297
0,121.85291454271331,-13.886216250001326,532.8023316341698,484.16911499146363
0,121.85291454271331,-38.886216250001326,534.833213543215,483.9376780539636
0,121.85291454271331,-63.886216250001326,536.8640954522602,483.28957444979693
0,121.85291454271331,-88.88621625000133,538.8949773613055,482.22480417896355
0,121.85291454271331,-113.88621625000133,540.9258592703507,480.74336724146355
0,121.85291454271331,-138.88621625000133,542.9567411793959,478.84526363729685
0,121.85291454271331,-163.88621625000133,544.9876230884411,476.5304933664635
0,121.85291454271331,-188.88621625000133,547.0185049974863,473.79905642896347
0,121.85291454271331,-213.88621625000133,549.0493869065315,470.6509528247968
0,121.85291454271331,-238.88621625000133,551.0802688155767,467.0861825539634
0,121.85291454271331,-263.8862162500013,553.1111507246219,463.1047456164634
0,121.85291454271331,-288.8862162500013,555.1420326336671,458.7066420122967
0,121.85291454271331,-313.8862162500013,557.1729145427123,453.8918717414633
0,121.85291454271331,-338.8862162500013,559.2037964517575,448.6604348039633
0,121.85291454271331,-363.8862162500013,561.2346783608027,443.0123311997966
0,121.85291454271331,-388.8862162500013,563.2655602698479,436.94756092896324
0,121.85291454271331,-413.8862162500013,565.2964421788931,430.46612399146323
0,121.85291454271331,-438.8862162500013,567.3273240879383,423.56802038729654
0,121.85291454271331,-463.8862162500013,569.3582059969835,416.25325011646316
0,121.85291454271331,-488.8862162500013,571.3890879060287,408.52181317896316
0,121.85291454271331,-513.8862162500013,573.419969815074,400.37370957479646
0,121.85291454271331,-538.8862162500013,575.4508517241192,391.8089393039631
0,121.85291454271331,-563.8862162500013,577.4817336331644,382.8275023664631
0,121.85291454271331,-588.8862162500013,579.5126155422096,373.4293987622964
0,121.85291454271331,-613.8862162500013,581.5434974512548,363.614628491463
0,121.85291454271331,-638.8862162500013,583.5743793603,353.383191553963
0,121.85291454271331,-663.8862162500013,585.6052612693452,342.7350879497963
0,121.85291454271331,-688.8862162500013,587.6361431783904,331.67031767896293
0,121.85291454271331,-713.8862162500013,589.6670250874356,320.1888807414629
0,121.85291454271331,-738.8862162500013,591.6979069964808,308.29077713729623
0,121.85291454271331,-763.8862162500013,593.728788905526,295.97600686646285
0,121.85291454271331,-788.8862162500013,595.7596708145712,283.24456992896285
0,121.85291454271331,-813.8862162500013,597.7905527236164,270.09646632479615
0,121.85291454271331,-838.8862162500013,599.8214346326616,256.5316960539628
0,121.85291454271331,-863.8862162500013,601.8523165417068,242.55025911646277
0,121.85291454271331,-888.8862162500013,603.883198450752,228.15215551229608
0,121.85291454271331,-913.8862162500013,605.9140803597973,213.33738524146273
0,121.85291454271331,-938.8862162500013,607.9449622688425,198.1059483039627
0,121.85291454271331,-963.8862162500013,609.9758441778877,182.457844699796
0,121.85291454271331,-988.8862162500013,612.0067260869329,166.39307442896265
0,121.85291454271331,-1013.8862162500013,614.0376079959781,149.9116374914626
0,121.85291454271331,-1038.8862162500013,616.0684899050233,133.01353388729592
0,121.85291454271331,-1063.8862162500013,618.0993718140685,115.69876361646257
0,121.85291454271331,-1088.8862162500013,620.1302537231137,97.96732667896255
0,121.85291454271331,-1113.8862162500013,622.1611356321589,79.81922307479586
0,121.85291454271331,-1138.8862162500013,624.1920175412041,61.2544528039625
0,121.85291454271331,-1163.8862162500013,626.2228994502493,42.27301586646248
0,84.90094461223421,1050.4073101656259,628.2537813592945,22.87491226229579
0,84.90094461223421,1025.4073101656259,629.6687971028317,40.58420958695949
0,84.90094461223421,1000.4073101656259,631.0838128463689,57.67433142305325
0,84.90094461223421,975.4073101656259,632.4988285899061,74.34778659248035
0,84.90094461223421,950.4073101656259,633.9138443334433,90.60457509524078
0,84.90094461223421,925.4073101656259,635.3288600769805,106.44469693133453
0,84.90094461223421,900.4073101656259,636.7438758205177,121.86815210076163
0,84.90094461223421,875.4073101656259,638.1588915640549,136.87494060352208
0,84.90094461223421,850.4073101656259,639.5739073075921,151.46506243961585
0,84.90094461223421,825.4073101656259,640.9889230511293,165.63851760904294
0,84.90094461223421,800.4073101656259,642.4039387946665,179.39530611180336
0,84.90094461223421,775.4073101656259,643.8189545382037,192.73542794789714
0,84.90094461223421,750.4073101656259,645.2339702817409,205.65888311732422
0,84.90094461223421,725.4073101656259,646.6489860252781,218.16567162008465
0,84.90094461223421,700.4073101656259,648.0640017688153,230.25579345617842
0,84.90094461223421,675.4073101656259,649.4790175123525,241.9292486256055
0,84.90094461223421,650.4073101656259,650.8940332558897,253.18603712836594
0,84.90094461223421,625.4073101656259,652.3090489994269,264.0261589644597
0,84.90094461223421,600.4073101656259,653.7240647429641,274.44961413388677
0,84.90094461223421,575.4073101656259,655.1390804865013,284.4564026366472
0,84.90094461223421,550.4073101656259,656.5540962300385,294.046524472741
0,84.90094461223421,525.4073101656259,657.9691119735757,303.2199796421681
0,84.90094461223421,500.40731016562586,659.3841277171128,311.97676814492854
0,84.90094461223421,475.40731016562586,660.79914346065,320.3168899810223
0,84.90094461223421,450.40731016562586,662.2141592041872,328.2403451504494
0,84.90094461223421,425.40731016562586,663.6291749477244,335.74713365320986
0,84.90094461223421,400.40731016562586,665.0441906912616,342.83725548930363
0,84.90094461223421,375.40731016562586,666.4592064347988,349.5107106587307
0,84.90094461223421,350.40731016562586,667.874222178336,355.7674991614912
0,84.90094461223421,325.40731016562586,669.2892379218732,361.60762099758495
